mechanism,n,domain,protocol,epsilon_h,epsilon_c,lambda,deposit_multiplier,deadline_sec,premium,k_bits,honest_payoff,fraud_payoff,deterrence,ic
TEEOnly,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,0.5,0.5,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,0.5,1.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,1.0,0.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,1.0,0.5,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,1.0,1.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,2.0,0.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,2.0,0.5,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,0.000000,0.000000,0.000000,1
DirectAttest,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,-0.100000,-1.000000,1.000000,1
RejectMismatch,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,-0.120000,-2.000000,2.000000,1
TEEOnly,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,-0.200000,-0.700000,0.700000,1
AuditSlash,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,-0.080000,-2.700000,2.700000,1
StrongDeposit,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,-0.100000,-0.250000,0.250000,1
ReputationOnly,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,-0.060000,-4.350000,4.350000,1
TEE-PoW,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,-0.004000,-131.072000,131.072000,1
Deposit+PoW,100000,1024,olh,0.2,2.0,2.0,1.0,0.2,0.000000,30,-0.042000,-72.089600,72.089600,1
NoVerify,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,-0.080000,28.671669,41.043150,0
StrongDeposit,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,0.25,0.0,0.2,69.714819,30,-0.042000,-51.166059,120.880878,1
NoVerify,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,-0.080000,14.728705,54.986114,0
StrongDeposit,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,0.25,0.5,0.2,69.714819,30,-0.042000,-70.337634,140.052453,1
NoVerify,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,-0.080000,0.785741,68.929078,0
StrongDeposit,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,0.25,1.0,0.2,69.714819,30,-0.042000,-89.509209,159.224028,1
NoVerify,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,-0.080000,28.671669,41.043150,0
StrongDeposit,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,0.5,0.0,0.2,69.714819,30,-0.042000,-51.166059,120.880878,1
NoVerify,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,-0.080000,14.728705,54.986114,0
StrongDeposit,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,0.5,0.5,0.2,69.714819,30,-0.042000,-70.337634,140.052453,1
NoVerify,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,-0.080000,0.785741,68.929078,0
StrongDeposit,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,0.5,1.0,0.2,69.714819,30,-0.042000,-89.509209,159.224028,1
NoVerify,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,-0.080000,28.671669,41.043150,0
StrongDeposit,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,1.0,0.0,0.2,69.714819,30,-0.042000,-51.166059,120.880878,1
NoVerify,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,-0.080000,14.728705,54.986114,0
StrongDeposit,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,1.0,0.5,0.2,69.714819,30,-0.042000,-70.337634,140.052453,1
NoVerify,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,-0.080000,0.785741,68.929078,0
StrongDeposit,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,1.0,1.0,0.2,69.714819,30,-0.042000,-89.509209,159.224028,1
NoVerify,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,-0.080000,28.671669,41.043150,0
StrongDeposit,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,2.0,0.0,0.2,69.714819,30,-0.042000,-51.166059,120.880878,1
NoVerify,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,-0.080000,14.728705,54.986114,0
StrongDeposit,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,2.0,0.5,0.2,69.714819,30,-0.042000,-70.337634,140.052453,1
NoVerify,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,0.000000,69.714819,0.000000,0
DirectAttest,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,-0.100000,-1.000000,70.714819,1
RejectMismatch,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,-0.120000,-2.000000,71.714819,1
TEEOnly,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,-0.200000,16.728705,52.986114,0
AuditSlash,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,-0.080000,0.785741,68.929078,0
StrongDeposit,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,-0.100000,-0.250000,69.964819,1
ReputationOnly,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,-0.060000,2.621482,67.093337,0
TEE-PoW,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,-0.004000,-131.059007,200.773826,1
Deposit+PoW,100000,1024,olh,0.2,4.0,2.0,1.0,0.2,69.714819,30,-0.042000,-89.509209,159.224028,1
NoVerify,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,0.000000,74.497370,0.000000,0
DirectAttest,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,-0.100000,-1.000000,75.497370,1
RejectMismatch,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,-0.120000,-2.000000,76.497370,1
TEEOnly,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,-0.200000,17.924343,56.573028,0
AuditSlash,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,-0.080000,30.823817,43.673554,0
StrongDeposit,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,-0.100000,-0.250000,74.747370,1
ReputationOnly,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,-0.060000,3.099737,71.397633,0
TEE-PoW,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,-0.004000,-131.058115,205.555485,1
Deposit+PoW,100000,1024,olh,0.2,8.0,0.25,0.0,0.2,74.497370,30,-0.042000,-49.730670,124.228040,1
NoVerify,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,0.000000,74.497370,0.000000,0
DirectAttest,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,-0.100000,-1.000000,75.497370,1
RejectMismatch,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,-0.120000,-2.000000,76.497370,1
TEEOnly,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,-0.200000,17.924343,56.573028,0
AuditSlash,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,-0.080000,15.924343,58.573028,0
StrongDeposit,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,-0.100000,-0.250000,74.747370,1
ReputationOnly,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,-0.060000,3.099737,71.397633,0
TEE-PoW,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,-0.004000,-131.058115,205.555485,1
Deposit+PoW,100000,1024,olh,0.2,8.0,0.25,0.5,0.2,74.497370,30,-0.042000,-70.217446,144.714816,1
NoVerify,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,0.000000,74.497370,0.000000,0
DirectAttest,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,-0.100000,-1.000000,75.497370,1
RejectMismatch,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,-0.120000,-2.000000,76.497370,1
TEEOnly,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,-0.200000,17.924343,56.573028,0
AuditSlash,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,-0.080000,1.024869,73.472502,0
StrongDeposit,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,-0.100000,-0.250000,74.747370,1
ReputationOnly,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,-0.060000,3.099737,71.397633,0
TEE-PoW,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,-0.004000,-131.058115,205.555485,1
Deposit+PoW,100000,1024,olh,0.2,8.0,0.25,1.0,0.2,74.497370,30,-0.042000,-90.704223,165.201593,1
NoVerify,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,0.000000,74.497370,0.000000,0
DirectAttest,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,-0.100000,-1.000000,75.497370,1
RejectMismatch,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,-0.120000,-2.000000,76.497370,1
TEEOnly,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,-0.200000,17.924343,56.573028,0
AuditSlash,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,-0.080000,30.823817,43.673554,0
StrongDeposit,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,-0.100000,-0.250000,74.747370,1
ReputationOnly,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,-0.060000,3.099737,71.397633,0
TEE-PoW,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,-0.004000,-131.058115,205.555485,1
Deposit+PoW,100000,1024,olh,0.2,8.0,0.5,0.0,0.2,74.497370,30,-0.042000,-49.730670,124.228040,1
NoVerify,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,0.000000,74.497370,0.000000,0
DirectAttest,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,-0.100000,-1.000000,75.497370,1
RejectMismatch,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,-0.120000,-2.000000,76.497370,1
TEEOnly,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,-0.200000,17.924343,56.573028,0
AuditSlash,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,-0.080000,15.924343,58.573028,0
StrongDeposit,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,-0.100000,-0.250000,74.747370,1
ReputationOnly,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,-0.060000,3.099737,71.397633,0
TEE-PoW,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,-0.004000,-131.058115,205.555485,1
Deposit+PoW,100000,1024,olh,0.2,8.0,0.5,0.5,0.2,74.497370,30,-0.042000,-70.217446,144.714816,1
NoVerify,100000,1024,olh,0.2,8.0,0.5,1.0,0.2,74.497370,30,0.000000,74.497370,0.000000,0
DirectAttest,100000,1024,olh,0.2,8.0,0.5,1.0,0.2,74.497370,30,-0.100000,-1.000000,75.497370,1
