n,domain,protocol,epsilon_h,epsilon_c,lambda,k_bits,k_uncapped,k_capped,hash_rate,deadline_sec,deposit_multiplier,premium,added_pow_cost,deadline_penalty,slash,deterrence,ic
10000,32,oue,4.0,8.0,0.25,26,26,0,262144,1.0,0.0,3.35443341,134.20953600,99.09800401,0.00000000,233.30754001,1
10000,32,oue,4.0,8.0,0.25,26,26,0,262144,1.0,0.5,3.35443341,134.20953600,99.09800401,1.67721670,234.98475671,1
10000,32,oue,4.0,8.0,0.25,26,26,0,262144,1.0,1.0,3.35443341,134.20953600,99.09800401,3.35443341,236.66197342,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,0.05,0.0,3.35443341,134.20953600,99.33053735,0.00000000,233.54007335,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,0.05,0.5,3.35443341,134.20953600,99.33053735,1.67721670,235.21729005,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,0.05,1.0,3.35443341,134.20953600,99.33053735,3.35443341,236.89450676,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,0.2,0.0,3.35443341,134.20953600,98.86601503,0.00000000,233.07555103,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,0.2,0.5,3.35443341,134.20953600,98.86601503,1.67721670,234.75276774,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,0.2,1.0,3.35443341,134.20953600,98.86601503,3.35443341,236.42998444,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,1.0,0.0,3.35443341,134.20953600,96.42500442,0.00000000,230.63454042,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,1.0,0.5,3.35443341,134.20953600,96.42500442,1.67721670,232.31175713,1
10000,32,oue,4.0,8.0,0.25,26,26,0,2097152,1.0,1.0,3.35443341,134.20953600,96.42500442,3.35443341,233.98897383,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,0.05,0.0,3.35443341,134.20953600,98.25002940,0.00000000,232.45956540,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,0.05,0.5,3.35443341,134.20953600,98.25002940,1.67721670,234.13678210,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,0.05,1.0,3.35443341,134.20953600,98.25002940,3.35443341,235.81399881,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,0.2,0.0,3.35443341,134.20953600,94.63387986,0.00000000,228.84341586,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,0.2,0.5,3.35443341,134.20953600,94.63387986,1.67721670,230.52063256,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,0.2,1.0,3.35443341,134.20953600,94.63387986,3.35443341,232.19784927,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,1.0,0.0,3.35443341,134.20953600,77.47966772,0.00000000,211.68920372,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,1.0,0.5,3.35443341,134.20953600,77.47966772,1.67721670,213.36642043,1
10000,32,oue,4.0,8.0,0.25,26,26,0,16777216,1.0,1.0,3.35443341,134.20953600,77.47966772,3.35443341,215.04363713,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,0.05,0.0,3.35443341,8589.92640000,99.48555902,0.00000000,8689.41195902,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,0.05,0.5,3.35443341,8589.92640000,99.48555902,1.67721670,8691.08917573,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,0.05,1.0,3.35443341,8589.92640000,99.48555902,3.35443341,8692.76639243,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,0.2,0.0,3.35443341,8589.92640000,99.48464821,0.00000000,8689.41104821,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,0.2,0.5,3.35443341,8589.92640000,99.48464821,1.67721670,8691.08826492,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,0.2,1.0,3.35443341,8589.92640000,99.48464821,3.35443341,8692.76548162,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,1.0,0.0,3.35443341,8589.92640000,99.47979068,0.00000000,8689.40619068,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,1.0,0.5,3.35443341,8589.92640000,99.47979068,1.67721670,8691.08340739,1
10000,32,oue,4.0,8.0,0.5,32,40,1,262144,1.0,1.0,3.35443341,8589.92640000,99.47979068,3.35443341,8692.76062409,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,0.05,0.0,3.35443341,8589.92640000,99.48343381,0.00000000,8689.40983381,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,0.05,0.5,3.35443341,8589.92640000,99.48343381,1.67721670,8691.08705051,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,0.05,1.0,3.35443341,8589.92640000,99.48343381,3.35443341,8692.76426722,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,0.2,0.0,3.35443341,8589.92640000,99.47614769,0.00000000,8689.40254769,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,0.2,0.5,3.35443341,8589.92640000,99.47614769,1.67721670,8691.07976439,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,0.2,1.0,3.35443341,8589.92640000,99.47614769,3.35443341,8692.75698110,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,1.0,0.0,3.35443341,8589.92640000,99.43729741,0.00000000,8689.36369741,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,1.0,0.5,3.35443341,8589.92640000,99.43729741,1.67721670,8691.04091411,1
10000,32,oue,4.0,8.0,0.5,32,40,1,2097152,1.0,1.0,3.35443341,8589.92640000,99.43729741,3.35443341,8692.71813082,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,0.05,0.0,3.35443341,8589.92640000,99.46643369,0.00000000,8689.39283369,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,0.05,0.5,3.35443341,8589.92640000,99.46643369,1.67721670,8691.07005040,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,0.05,1.0,3.35443341,8589.92640000,99.46643369,3.35443341,8692.74726710,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,0.2,0.0,3.35443341,8589.92640000,99.40816965,0.00000000,8689.33456965,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,0.2,0.5,3.35443341,8589.92640000,99.40816965,1.67721670,8691.01178636,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,0.2,1.0,3.35443341,8589.92640000,99.40816965,3.35443341,8692.68900306,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,1.0,0.0,3.35443341,8589.92640000,99.09800401,0.00000000,8689.02440401,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,1.0,0.5,3.35443341,8589.92640000,99.09800401,1.67721670,8690.70162071,1
10000,32,oue,4.0,8.0,0.5,32,40,1,16777216,1.0,1.0,3.35443341,8589.92640000,99.09800401,3.35443341,8692.37883742,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,0.05,0.0,3.35443341,8589.92640000,99.48555902,0.00000000,8689.41195902,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,0.05,0.5,3.35443341,8589.92640000,99.48555902,1.67721670,8691.08917573,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,0.05,1.0,3.35443341,8589.92640000,99.48555902,3.35443341,8692.76639243,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,0.2,0.0,3.35443341,8589.92640000,99.48464821,0.00000000,8689.41104821,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,0.2,0.5,3.35443341,8589.92640000,99.48464821,1.67721670,8691.08826492,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,0.2,1.0,3.35443341,8589.92640000,99.48464821,3.35443341,8692.76548162,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,1.0,0.0,3.35443341,8589.92640000,99.47979068,0.00000000,8689.40619068,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,1.0,0.5,3.35443341,8589.92640000,99.47979068,1.67721670,8691.08340739,1
10000,32,oue,4.0,8.0,1.0,32,68,1,262144,1.0,1.0,3.35443341,8589.92640000,99.47979068,3.35443341,8692.76062409,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,0.05,0.0,3.35443341,8589.92640000,99.48343381,0.00000000,8689.40983381,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,0.05,0.5,3.35443341,8589.92640000,99.48343381,1.67721670,8691.08705051,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,0.05,1.0,3.35443341,8589.92640000,99.48343381,3.35443341,8692.76426722,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,0.2,0.0,3.35443341,8589.92640000,99.47614769,0.00000000,8689.40254769,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,0.2,0.5,3.35443341,8589.92640000,99.47614769,1.67721670,8691.07976439,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,0.2,1.0,3.35443341,8589.92640000,99.47614769,3.35443341,8692.75698110,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,1.0,0.0,3.35443341,8589.92640000,99.43729741,0.00000000,8689.36369741,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,1.0,0.5,3.35443341,8589.92640000,99.43729741,1.67721670,8691.04091411,1
10000,32,oue,4.0,8.0,1.0,32,68,1,2097152,1.0,1.0,3.35443341,8589.92640000,99.43729741,3.35443341,8692.71813082,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,0.05,0.0,3.35443341,8589.92640000,99.46643369,0.00000000,8689.39283369,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,0.05,0.5,3.35443341,8589.92640000,99.46643369,1.67721670,8691.07005040,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,0.05,1.0,3.35443341,8589.92640000,99.46643369,3.35443341,8692.74726710,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,0.2,0.0,3.35443341,8589.92640000,99.40816965,0.00000000,8689.33456965,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,0.2,0.5,3.35443341,8589.92640000,99.40816965,1.67721670,8691.01178636,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,0.2,1.0,3.35443341,8589.92640000,99.40816965,3.35443341,8692.68900306,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,1.0,0.0,3.35443341,8589.92640000,99.09800401,0.00000000,8689.02440401,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,1.0,0.5,3.35443341,8589.92640000,99.09800401,1.67721670,8690.70162071,1
10000,32,oue,4.0,8.0,1.0,32,68,1,16777216,1.0,1.0,3.35443341,8589.92640000,99.09800401,3.35443341,8692.37883742,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,0.05,0.0,3.35443341,8589.92640000,99.48555902,0.00000000,8689.41195902,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,0.05,0.5,3.35443341,8589.92640000,99.48555902,1.67721670,8691.08917573,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,0.05,1.0,3.35443341,8589.92640000,99.48555902,3.35443341,8692.76639243,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,0.2,0.0,3.35443341,8589.92640000,99.48464821,0.00000000,8689.41104821,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,0.2,0.5,3.35443341,8589.92640000,99.48464821,1.67721670,8691.08826492,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,0.2,1.0,3.35443341,8589.92640000,99.48464821,3.35443341,8692.76548162,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,1.0,0.0,3.35443341,8589.92640000,99.47979068,0.00000000,8689.40619068,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,1.0,0.5,3.35443341,8589.92640000,99.47979068,1.67721670,8691.08340739,1
10000,32,oue,4.0,8.0,2.0,32,124,1,262144,1.0,1.0,3.35443341,8589.92640000,99.47979068,3.35443341,8692.76062409,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,0.05,0.0,3.35443341,8589.92640000,99.48343381,0.00000000,8689.40983381,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,0.05,0.5,3.35443341,8589.92640000,99.48343381,1.67721670,8691.08705051,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,0.05,1.0,3.35443341,8589.92640000,99.48343381,3.35443341,8692.76426722,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,0.2,0.0,3.35443341,8589.92640000,99.47614769,0.00000000,8689.40254769,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,0.2,0.5,3.35443341,8589.92640000,99.47614769,1.67721670,8691.07976439,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,0.2,1.0,3.35443341,8589.92640000,99.47614769,3.35443341,8692.75698110,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,1.0,0.0,3.35443341,8589.92640000,99.43729741,0.00000000,8689.36369741,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,1.0,0.5,3.35443341,8589.92640000,99.43729741,1.67721670,8691.04091411,1
10000,32,oue,4.0,8.0,2.0,32,124,1,2097152,1.0,1.0,3.35443341,8589.92640000,99.43729741,3.35443341,8692.71813082,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,0.05,0.0,3.35443341,8589.92640000,99.46643369,0.00000000,8689.39283369,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,0.05,0.5,3.35443341,8589.92640000,99.46643369,1.67721670,8691.07005040,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,0.05,1.0,3.35443341,8589.92640000,99.46643369,3.35443341,8692.74726710,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,0.2,0.0,3.35443341,8589.92640000,99.40816965,0.00000000,8689.33456965,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,0.2,0.5,3.35443341,8589.92640000,99.40816965,1.67721670,8691.01178636,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,0.2,1.0,3.35443341,8589.92640000,99.40816965,3.35443341,8692.68900306,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,1.0,0.0,3.35443341,8589.92640000,99.09800401,0.00000000,8689.02440401,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,1.0,0.5,3.35443341,8589.92640000,99.09800401,1.67721670,8690.70162071,1
10000,32,oue,4.0,8.0,2.0,32,124,1,16777216,1.0,1.0,3.35443341,8589.92640000,99.09800401,3.35443341,8692.37883742,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,0.05,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,0.05,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,0.05,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,0.2,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,0.2,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,0.2,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,1.0,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,1.0,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,262144,1.0,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,0.05,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,0.05,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,0.05,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,0.2,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,0.2,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,0.2,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,1.0,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,1.0,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,2097152,1.0,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,0.05,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,0.05,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,0.05,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,0.2,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,0.2,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,0.2,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,1.0,0.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,1.0,0.5,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.25,14,14,0,16777216,1.0,1.0,0.00000000,0.02457600,0.00000000,0.00000000,0.02457600,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,0.05,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,0.05,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,0.05,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,0.2,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,0.2,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,0.2,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,1.0,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,1.0,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,262144,1.0,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,0.05,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,0.05,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,0.05,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,0.2,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,0.2,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,0.2,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,1.0,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,1.0,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,2097152,1.0,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,0.05,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,0.05,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,0.05,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,0.2,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,0.2,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,0.2,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,1.0,0.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,1.0,0.5,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,0.5,16,16,0,16777216,1.0,1.0,0.00000000,0.12288000,0.00000000,0.00000000,0.12288000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,0.05,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,0.05,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,0.05,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,0.2,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,0.2,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,0.2,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,1.0,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,1.0,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,262144,1.0,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,0.05,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,0.05,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,0.05,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,0.2,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,0.2,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,0.2,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,1.0,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,1.0,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,2097152,1.0,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,0.05,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,0.05,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,0.05,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,0.2,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,0.2,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,0.2,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,1.0,0.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,1.0,0.5,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,1.0,20,20,0,16777216,1.0,1.0,0.00000000,2.08896000,0.00000000,0.00000000,2.08896000,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,0.05,0.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,0.05,0.5,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,0.05,1.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,0.2,0.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,0.2,0.5,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,0.2,1.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,1.0,0.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,1.0,0.5,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,262144,1.0,1.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,2097152,0.05,0.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,2097152,0.05,0.5,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,2097152,0.05,1.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,2097152,0.2,0.0,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
10000,32,olh,0.2,0.5,2.0,27,27,0,2097152,0.2,0.5,0.00000000,268.42726400,0.00000000,0.00000000,268.42726400,1
